"id";"Grischun_Display";"Grischun_Search";"Sursilvan_Display";"Sursilvan_Search";"Sutsilvan_Display";"Sutsilvan_Search";"Surmiran_Display";"Surmiran_Search";"Puter_Display";"Puter_Search";"Vallader_Display";"Vallader_Search";"German_Display";"German_Search";"French_Display";"French_Search";"Italian_Display";"Italian_Search";"English_Display";"English_Search";"Conjugation";"Lexical_Class_D";"Lexical_Class_R";"Source_Table_Name";"Source_Table_Row_ID"
7821;"sumbrivant, sumbrivaun";"sumbrivant, sumbrivaun";"umbrivaun";"umbrivaun";"umbrivànt";"umbrivànt";"sumbrivant";"sumbrivant";"sumbrivaint";"sumbrivaint";"sumbrivaint";"sumbrivaint";"schattig";"schattig";"ombragé
(f: ombragée), à/dans l'ombre";"ombragé, ombragée, dans l'ombre, à l'ombre";"";"";"shadowy, shady";"shadowy, shady";"";"Adjektiv";"adjectiv";"meinpledari";6236
7822;"sumegliar";"sumegliar";"semegliar";"semegliar";"samagliear";"samagliear";"sumiglier";"sumiglier";"sumaglier";"sumaglier";"sumagliar";"sumagliar";"gleichen";"gleichen";"ressembler";"ressembler";"assomigliare";"assomigliare";"look like, resemble";"look like, resemble";"";"Verb";"verb";"meinpledari";6237
7823;"sumegliant";"sumegliant";"semegliont";"semegliont";"samagliànt, sumagliànt,";"samagliànt, sumagliànt,";"sumigliaint";"sumigliaint";"sumgiaint";"sumgiaint";"sumgliaint";"sumgliaint";"ähnlich";"ähnlich";"ressemblant
(f: ressemblante)";"ressemblant, ressemblante";"";"";"similar";"similar";"";"Adjektiv";"adjectiv";"meinpledari";6238
7824;"sumegliar insatgi";"sumegliar";"semegliar enzatgi";"semegliar enzatgi";"samagliear ad anzatgi";"samagliear ad anzatgi";"sumiglier ensatgi";"sumiglier ensatgi";"sumaglier a qualchün";"sumaglier a qualchün";"sumagliar ad inchün";"sumagliar ad inchün";"jemandem gleichen";"jemandem gleichen";"ressembler à quelqun";"ressembler à quelqun";"assomigliare a qualcuno";"assomigliare a qualcuno";"look like someone, resemble someone";"look like, resemble";"";"";"expressiun cumpletta";"meinpledari";6239
7825;"summa";"summa";"summa";"summa";"suma";"suma";"somma";"somma";"summa";"summa";"somma";"somma";"Summe / Betrag";"summe, betrag";"somme";"somme";"la somma";"la somma";"sum, total";"sum, total";"";"Nomen (f) / Nomen (m)";"num feminin";"meinpledari";6240
7826;"jau sun";"sun";"jeu sun(del)";"sundel";"jou sund";"sund";"ia sung";"sung";"eau sun";"sun";"eu sun";"eu sun";"ich bin";"ich bin";"je suis";"je suis";"";"";"I am";"am";"";"Verb";"verb";"meinpledari";6241
7827;"sun";"sun";"sun";"sun";"sùn";"sùn";"sung";"sung";"sun";"sun";"sun";"sun";"Klang, Ton";"klang, ton";"son";"son";"";"";"sound";"sound";"";"Nomen (m)";"nm masculin";"meinpledari";6242
7828;"sunar";"sunar";"sunar";"sunar";"sunar";"sunar";"sunar";"sunar, sungan";"suner";"suner";"sunar";"sunar";"spielen, ertönen";"spielen, ertönen";"jouer";"jouer";"suonare";"suonare";"play";"play";"SUNAR

Preschent:
jau sun
ti sunas
el/ella/ins suna
nus sunain
vus sunais
els/ellas sunan

Futur:
jau vegn a sunar
ti vegns a sunar
el/ella/ins vegn a sunar
nus vegnin a sunar
vus vegnis a sunar
els/ellas vegnan a sunar

Imperfect:
jau sunava
ti sunavas
el/ella/ins sunava
nus sunavan
vus sunavas
els/ellas sunavan

Particip perfect:
sunà (f: sunada, mpl: sunads, fpl: sunadas)

Perfect:
jau hai sunà
ti has sunà
el/ella/ins ha sunà
nus avain sunà
vus avais sunà
els/ellas han sunà

Cundiziunal:
jau sunass
ti sunassas
el/ella/ins sunass
nus sunassan
vus sunassas
els/ellas sunassan

Conjunctiv:
che jau sunia
che ti sunias
ch'el/ella/ins sunia
che nus sunian
che vus sunias
ch'els/ellas sunian

Imperativ:
suna!
sunai!

Gerundi
sunond";"Verb";"verb";"meinpledari";6243
7829;"losch (da), superbi (da)";"losch, superbi";"losch (da), superbi (da)";"losch, superbi";"losch";"losch";"losch, superbi";"losch, superbi";"superbi (f: superbgia)";"superbi, superbgia";"superbi (f: superbgia)";"superbi, superbgia";"stolz (auf)";"stolz";"fier
(f: fière)";"fier, fière";"";"";"proud (of)";"proud";"";"Adjektiv";"adjectiv";"meinpledari";6244
7830;"luschezza";"luschezza";"luschezia";"luschezia";"loschezia";"loschezia";"luschezza";"luschezza";"";"";"";"";"Stolz";"stolz";"fierté";"fierté";"";"";"pride, vanity";"pride, vanity";"";"Nomen (m)";"num feminin";"meinpledari";6245
7831;"superbia";"superbia";"(superbia)";"superbia";"superbia";"superbia";"supergia";"supergia";"superbgia";"superbgia";"superbgia";"superbgia";"Stolz";"stolz";"fierté, vanité, orgueil";"fierté, vanité, orgueil";"";"";"pride, vanity";"pride, vanity";"";"Nomen (m)";"num feminin";"meinpledari";6246
7832;"superfizial";"superfizial";"superficial";"superficial";"superfizial";"superfizial";"superfizial";"superfizial";"superficiel";"superficiel";"superficial";"superficial";"oberflächlich";"oberflächlich";"superficiel
(f: superficielle)";"superficiel, superficielle";"";"";"superficial";"superficial";"";"Adjektiv";"adjectiv";"meinpledari";6247
7833;"";"";"suroravi";"suroravi";"";"";"surave, suror";"surave, suror";"";"";"";"";"oberflächlich";"oberflächlich";"superficiel
(f: superficielle)";"superficiel, superficielle";"";"";"superficial";"superficial";"";"Adjektiv";"adjectiv";"meinpledari";6248
7834;"superfizialmain";"superfizialmain";"superficialmein";"superficialmein";"superfizialmeing";"superfizialmeing";"superfizialmaintg";"superfizialmaintg";"superficielmaing";"superficielmaing";"superficialmaing";"superficialmaing";"oberflächlich";"oberflächlich";"superficiellement";"superficiellement";"";"";"superficial";"superficial";"";"Adverb";"adverb";"meinpledari";6249
7835;"supermartgà";"supermartgà";"supermarcau";"supermarcau";"supermartgieu";"supermartgieu";"supermartgea";"supermartgea";"supermarcho";"supermarcho";"supermarchà";"supermarchà";"Supermarkt / Einkaufszentrum";"supermarkt, einkaufszentrum";"supermarché";"supermarché";"";"";"supermarket";"supermarket";"";"Nomen (n) / Nomen (m)";"num masculin";"meinpledari";6250
7836;"superstiziun";"superstiziun";"superstiziun";"superstiziun";"superstiziùn";"superstiziùn";"superstiziun";"superstiziun";"superstiziun";"superstiziun";"superstiziun";"superstiziun";"Aberglaube";"aberglaube";"superstition";"superstition";"";"";"superstition";"superstition";"";"Nomen";"num feminin (plural)";"meinpledari";6251
7837;"cardientscha blaua";"cardientscha blaua";"cardientscha blaua";"cardientscha blaua";"cardientscha blaua";"cardientscha blaua";"cardientscha blava, cretta blava";"cardientscha blava, cretta blava";"";"";"";"";"Aberglaube";"aberglaube";"superstition";"superstition";"";"";"superstition";"superstition";"";"Nomen";"num feminin (plural)";"meinpledari";6252
7838;"superstizius";"superstizius";"superstizius";"superstizius";"superstizius";"superstizius";"superstizious";"superstizious";"superstizius";"superstizius";"superstizius";"superstizius";"abergläubig";"abergläubig";"superstitieux
(f: supersticieuse)";"superstitieux, supersticieux";"";"";"superstitious";"superstitious";"";"Adjektiv";"adjectiv";"meinpledari";6253
7839;"supplement";"supplement";"supplement";"supplement";"suplemaint";"suplemaint";"supplemaint";"supplemaint";"supplemaint";"supplemaint";"supplemaint";"supplemaint";"Zuschlag";"zuschlag";"supplément";"supplément";"";"";"supplement";"supplement";"";"Nomen (m)";"num masculin";"meinpledari";6254
7840;"supplitgar";"supplitgar";"supplicar (da)
(el supplichescha)";"supplicar, supplichescha";"suplitgear";"suplitgear";"supplitgier";"supplitgier, supplitgeschan";"supplicher";"supplicher";"supplichar";"supplichar";"bitten zu";"bitten zu";"supplier (de)";"supplier de";"supplicare di, pregare";"supplicare di, pregare";"urge, ask, call on";"urge, ask, call on";"";"Verb";"verb";"meinpledari";6255
7841;"supponer";"supponer";"supponer (che)";"supponer";"suponer";"suponer";"supponer";"supponer";"suppuoner";"suppuoner";"suppuoner";"suppuoner";"annehmen (dass)";"annehmen";"supposer que";"supposer que";"supporre che...";"supporre che...";"suppose";"suppose";"";"Verb";"verb";"meinpledari";6256
7842;"supponer";"supponer";"supponer";"supponer";"suponer";"suponer";"supponer";"supponer";"suppuoner";"suppuoner";"suppuoner";"suppuoner";"vermuten";"vermuten";"supposer que";"supposer que";"supporre che...";"supporre che...";"suppose";"suppose";"";"Verb";"verb";"meinpledari";6257
7843;"supponer";"supponer";"supponer (che)";"supponer";"suponer";"suponer";"supponer";"supponer";"suppuoner";"suppuoner";"suppuoner";"suppuoner";"annehmen (dass)";"annehmen";"supposer que";"supposer que";"supporre che...";"supporre che...";"suppose, assume";"suppose, assume";"";"Verb";"verb";"meinpledari";6256
7844;"supponer";"supponer";"supponer";"supponer";"suponer";"suponer";"supponer";"supponer";"suppuoner";"suppuoner";"suppuoner";"suppuoner";"vermuten";"vermuten";"supposer que";"supposer que";"supporre che...";"supporre che...";"suppose, assume";"suppose, assume";"";"Verb";"verb";"meinpledari";6257
7845;"supportabel
(f: supportabla)";"supportabel, supportabla";"supportabel (f: supportabla)";"supportabel, supportabla";"supurtabel (f: supurtabla)";"supurtabel, supurtabla";"surpurtabel (f: surpurtabla)";"surpurtabel, surpurtabla";"supportabel (f: supportabla)";"supportabel, supportabla";"supportabel (f: supportabla)";"supportabel, supportabla";"erträglich";"erträglich";"supportable";"supportable";"sopportabile";"sopportabile";"tolerable, bearable";"tolerable, bearable";"";"Adjektiv";"adjectiv";"meinpledari";6258
7846;"supportar (insatge)";"supportar";"supportar";"supportar";"surpurtar, andiar";"surpurtar, andiar";"surpurtar (ensatge)";"surpurtar, surportan";"tgnair our, supporter qualchosa";"tgnair our, supporter";"tgnair oura, supportar alch";"tgnair oura, supportar";"ertragen";"ertragen";"supporter qqn";"supporter";"sopportare qualcuno";"sopportare qualcuno";"tolerate, put up with";"tolerate, put up with";"";"Verb";"verb";"meinpledari";6259
7847;"supposiziun";"supposiziun";"supposiziun";"supposiziun";"suposiziùn";"suposiziùn";"supposiziun";"supposiziun";"supposiziun";"supposiziun";"supposiziun";"supposiziun";"Annahme, Vermutung Mutmassung";"annahme, vermutung mutmassung";"supposition";"supposition";"la supposizione";"la supposizione";"assumption, supposition";"assumption, supposition";"";"Nomen (f)";"num feminin";"meinpledari";6260
7848;"supprimer";"supprimer";"supprimer";"supprimer";"suprimer";"suprimer";"supprimer";"supprimer";"supprimer";"supprimer";"supprimer";"supprimer";"unterdrücken";"unterdrücken";"réprimer, opprimer";"réprimer, opprimer";"opprimere, reprimere";"opprimere, reprimere";"suppress";"suppress";"";"Verb";"verb";"meinpledari";6261
7849;"suprastanza";"suprastanza";"suprastonza";"suprastonza";"surprastànza";"surprastànza";"suprastanza";"suprastanza";"suprastanza";"suprastanza";"suprastanza";"suprastanza";"Vorstand";"vorstand";"le comité de -, la direction";"comité de direction, direction";"comitato / direzione";"comitato, direzione";"executive";"executive";"";"Nomen (m)";"num feminin";"meinpledari";6262
7850;"commember da la suprastanza";"commember da la suprastanza";"commember dalla suprastonza";"commember dalla suprastonza";"comember da (la) suprastonza";"comember da suprastonza, comember da la suprastonza";"commember da suprastanza";"commember da suprastanza";"commember da la suprastanza";"commember da la suprastanza";"commember da la suprastanza";"commember da la suprastanza";"Vorstandsmitglied";"vorstandsmitglied";"membre de la direction";"membre de la direction";"";"";"member of the board, etc. (m)";"member of the board";"";"Nomen (n)";"num masculin";"meinpledari";6263
7851;"commembra da la suprastanza";"commembra da la suprastanza";"commembra dalla suprastonza";"commembra dalla suprastonza";"comembra da (la) suprastonza";"comembra da suprastonza, comembra da la suprastonza";"commembra da suprastanza";"commembra da suprastanza";"commembra da la suprastanza";"commembra da la suprastanza";"commember da la suprastanza";"commember da la suprastanza";"Vorstandsmitglied";"vorstandsmitglied";"membre de la direction";"membre de la direction";"";"";"member of the board, etc. (f)";"member of the board";"";"Nomen (n)";"num feminin";"meinpledari";6264
7852;"part sur(a) / top";"part sura, top";"part sur(a) / top";"part sura, top";"part sura";"part sura";"part soura";"part soura";"part sura";"part sura";"part sura";"part sura";"Oberteil, Top";"oberteil, top";"partie supérieure, sommet";"partie supérieure, sommet";"";"";"top";"top";"";"Nomen";"num feminin/ num masculin";"meinpledari";6265
7853;"sura, survart";"sura, survart";"sura, survart";"sura, survart";"sura, sesura";"sura, sesura";"soura, sesoura, survart";"soura, sesoura, survart";"süsur, survart";"süsur, survart";"survart";"survart";"oben";"oben";"au-dessus";"au-dessus";"";"";"above";"above";"";"Adverb";"adverb";"meinpledari";6266
7854;"plaun sur(a)";"plaun sura";"plaun sura";"plaun sura";"plàn sura";"plàn sura";"plang soura";"plang soura";"plaun sura";"plaun sura";"plan sura";"plan sura";"oberer Stock, oberes Stockwerk";"oberer stock, oberes stockwerk";"étage supérieur";"étage supérieur";"";"";"upstairs";"upstairs";"";"Nomen (n)";"num masculin";"meinpledari";6267
7855;"sur notg";"sur notg";"sur notg";"sur notg";"sur notg";"sur notg";"sur notg";"sur notg";"sur not";"sur not";"sur not";"sur not";"übernacht???";"übernacht";"pour une nuit";"pour une nuit";"";"";"overnight";"overnight";"";"Adverb";"adverb";"meinpledari";6268
7856;"surbajegià";"surbajegià";"surbaghegiau";"surbaghegiau";"surbiagieu";"surbiagieu";"surbiagia";"surbiagia";"surfabricho";"surfabricho";"surfabrichà";"surfabrichà";"überbaut";"überbaut";"trop construit, bétonné
(f: bétonnée), défiguré
(f: défigurée)";"trop construit, bétonné, bétonnée, défiguré, défigurée";"troppo costruito/cementato";"troppo costruito/cementato";"built-up";"built-up";"";"Adjektiv";"adjectiv";"meinpledari";6269
7857;"surchombras";"surchombras";"surcombras";"surcombras";"surcombras, surspeier, surtgombras";"surcombras, surspeier, surtgombras";"spazzatga";"spazzatga";"crapenda (f)";"crapenda";"charpenna (f)";"charpenna";"Estrich, Dachboden";"estrich, dachboden";"grenier";"grenier";"granaio, solaiola / soffitta";"granaio, solaiola, soffitta";"loft, attic";"loft, attic";"";"Nomen (m)";"num masculin";"meinpledari";6270
7858;"surdar";"surdar";"surdar (el surdat)";"surdar, surdattan";"surdar";"surdar, surdat";"surdar";"surdar";"surder";"surder";"surdar";"surdar";"übergeben";"übergeben";"remettre (à), transférer";"remettre, transférer";"";"";"hand over, transfer";"hand over, transfer";"";"Verb";"verb";"meinpledari";6271
7859;"surencleger, malencleger, malchapir, surchapir";"surencleger, malencleger, malchapir, surchapir";"surcapir, malcapir";"surcapir, malcapir, malcapeschan";"malcapir, surantalir";"malcapir, surantalir";"malancleir, maltgapeir, surtgapeir, surancleir";"malancleir, maltgapeir, surtgapeir, surancleir";"melincler";"melincler";"malincleger";"malincleger";"missverstehen";"missverstehen";"se méprendre, mal comprendre";"se méprendre, mal comprendre";"";"";"misunderstand";"misunderstand";"";"Verb";"verb";"meinpledari";6272
7860;"surfabricaziun";"surfabricaziun. überbauung, ueberbauung";"surfabricaziun";"surfabricaziun";"surfabricaziùn";"surfabricaziùn";"surbiageida";"surbiageida";"surfabricaziun";"surfabricaziun";"surfabricaziun";"surfabricaziun";"Überbauung";"überbauung";"construction sauvage et anarchique dans un périmètre donné";"construction sauvage et anarchique dans un périmètre donné";"";"";"land development, residential development, housing estate";"land development, residential development, housing estate";"";"Nomen (f)";"num feminin";"meinpledari";6273
7861;"surfar";"surfar";"";"";"";"";"";"";"";"";"";"";"windsurfen";"windsurfen";"faire du surf";"faire du surf";"";"";"windsurf";"windsurf";"";"Verb";"verb";"meinpledari";6274
7862;"surfatscha";"surfatscha";"surfatscha";"surfatscha";"surfatscha";"surfatscha";"surfatscha";"surfatscha";"surfatscha";"surfatscha";"surfatscha";"surfatscha";"Oberfläche";"oberfläche";"surface";"surface";"";"";"surface";"surface";"";"Nomen (f)";"num feminin";"meinpledari";6275
7863;"surlaschar";"surlaschar";"surschar";"surschar, surlai";"surlascher, surschar";"surlascher, surschar";"surlascher";"surlascher, surlaschan";"surlascher";"surlascher";"surlaschar";"surlaschar";"überlassen, preisgeben";"überlassen, preisgeben";"remettre, transmettre";"remettre, transmettre";"";"";"hand over, transfer, surrender, leave to";"hand over, transfer, surrender";"";"Verb";"verb";"meinpledari";6276
7864;"Surmeir";"surmeir";"Surmeir";"surmir";"Surmir";"surmir";"Surmeir";"surmeir";"Surset";"surmir, surset";"Surmir";"surmir";"Oberhalbstein";"oberhalbstein";"Surmeir";"surmeir";"";"";"Surmeir";"surmeir, surmir";"";"Nomen";"num masculin";"meinpledari";6277
7865;"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"Surmeirisch";"surmeirisch";"surmiran (idiome)";"surmiran";"";"";"Surmiran";"surmiran";"";"Nomen";"num masculin";"meinpledari";6278
7866;"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiraner";"surmiraner";"surmiran (idiome)";"surmiran";"";"";"Surmiran";"surmiran";"";"Nomen";"num masculin";"meinpledari";6279
7867;"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Bewohner von Surmeir";"bewohner von surmeir";"surmiran (idiome)";"surmiran";"";"";"Surmiran";"surmiran";"";"Nomen (m)";"num masculin";"meinpledari";6282
7868;"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"surmiran";"Surmeirisch";"surmeirisch";"locuteur de l'idiome surmiran";"locuteur de l'idiome surmiran";"";"";"Surmiran";"surmiran";"";"Nomen";"num masculin";"meinpledari";6278
7869;"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiraner";"surmiraner";"locuteur de l'idiome surmiran";"locuteur de l'idiome surmiran";"";"";"Surmiran";"surmiran";"";"Nomen";"num masculin";"meinpledari";6279
7870;"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Surmiran";"surmiran";"Bewohner von Surmeir";"bewohner von surmeir";"locuteur de l'idiome surmiran";"locuteur de l'idiome surmiran";"";"";"Surmiran";"surmiran";"";"Nomen (m)";"num masculin";"meinpledari";6282
